Inv Number,Ven Code,Ven Name,Store,Str Name,PO Number,RCR Number,RCR Date,RCR Amount,EFD Rate,EFD Amount,EFD Notes                                                                                      
EFD014668070,10009,ABSOLUTE SALES CORPORATION,855,NESUP,26716,21525,151029,26685.4284,0.35,93.399,EFD_EDI_103115
EFD014668070,10009,ABSOLUTE SALES CORPORATION,855,NESUP,28648,21524,151029,22778.4542,0.35,79.7246,EFD_EDI_103115
EFD014668077,10013,ACS MFG. CORP.,855,NESUP,26579,21167,151029,4127.76,1,41.2776,EFD_EDI_103115
EFD014668077,10013,ACS MFG. CORP.,855,NESUP,26682,21168,151029,15103.368,1,151.0337,EFD_EDI_103115
EFD014668084,10014,ADESTECK MARKETING,855,NESUP,29014,21377,151029,7301.2,4.5,328.554,EFD_CHA_103115
EFD014668089,10020,ALASKA MILK CORP.,855,NESUP,25340,19188,151017,43685.0892,0.35,152.8978,EFD_EDI_103115
EFD014668089,10020,ALASKA MILK CORP.,855,NESUP,25406,19134,151017,6497.3172,0.35,22.7406,EFD_EDI_103115
EFD014668089,10020,ALASKA MILK CORP.,855,NESUP,26012,19133,151017,146225.79,0.35,511.7903,EFD_EDI_103115
EFD014668089,10020,ALASKA MILK CORP.,855,NESUP,27251,20977,151027,8820.5184,0.35,30.8718,EFD_EDI_103115
EFD014668089,10020,ALASKA MILK CORP.,855,NESUP,27308,20975,151027,220695.234,0.35,772.4333,EFD_EDI_103115
EFD014668089,10020,ALASKA MILK CORP.,855,NESUP,27326,20978,151027,1281.4416,0.35,4.485,EFD_EDI_103115
EFD014668089,10020,ALASKA MILK CORP.,855,NESUP,27626,20976,151027,63980.43,0.35,223.9315,EFD_EDI_103115
EFD014668098,10052,BENBY ENTERPRISES INC.,855,NESUP,24743,19409,151021,817.14,0.5,4.0857,EFD_EDI_103115
EFD014668098,10052,BENBY ENTERPRISES INC.,855,NESUP,25546,19410,151021,28163.466,0.5,140.8173,EFD_EDI_103115
EFD014668098,10052,BENBY ENTERPRISES INC.,855,NESUP,25700,19344,151020,1309.2,0.5,6.546,EFD_EDI_103115
EFD014668098,10052,BENBY ENTERPRISES INC.,855,NESUP,27387,20838,151027,28163.466,0.5,140.8173,EFD_EDI_103115
EFD014668098,10052,BENBY ENTERPRISES INC.,855,NESUP,27466,20671,151026,1045.5,0.5,5.2275,EFD_EDI_103115
EFD014668098,10052,BENBY ENTERPRISES INC.,855,NESUP,28640,20837,151027,3222.8574,0.5,16.1143,EFD_EDI_103115
EFD014668106,10074,COLUMBIA INT'L. FOOD PRODUCTS INC.,855,NESUP,24803,21693,151030,18211.124,0.35,63.7389,EFD_EDI_103115
EFD014668106,10074,COLUMBIA INT'L. FOOD PRODUCTS INC.,855,NESUP,24921,21692,151030,7068.54,0.35,24.7399,EFD_EDI_103115
EFD014668114,10086,CHENG BAN YEK & COMPANY INC.,855,NESUP,28629,21378,151029,7311.744,3.5,255.911,EFD_CHA_103115
EFD014668117,10093,COLGATE-PALMOLIVE PHIL INC.,855,NESUP,23900,18782,151016,24314.688,0.35,85.1014,EFD_EDI_103115
EFD014668117,10093,COLGATE-PALMOLIVE PHIL INC.,855,NESUP,24727,18780,151016,196349.9136,0.35,687.2247,EFD_EDI_103115
EFD014668117,10093,COLGATE-PALMOLIVE PHIL INC.,855,NESUP,24939,18779,151016,14321.664,0.35,50.1258,EFD_EDI_103115
EFD014668117,10093,COLGATE-PALMOLIVE PHIL INC.,855,NESUP,24948,18778,151016,283023.36,0.35,990.5818,EFD_EDI_103115
EFD014668117,10093,COLGATE-PALMOLIVE PHIL INC.,855,NESUP,25499,18783,151016,7544.448,0.35,26.4056,EFD_EDI_103115
EFD014668117,10093,COLGATE-PALMOLIVE PHIL INC.,855,NESUP,26818,19560,151021,33669.7344,0.35,117.8441,EFD_EDI_103115
EFD014668117,10093,COLGATE-PALMOLIVE PHIL INC.,855,NESUP,31288,21825,151030,34730.0736,0.35,121.5553,EFD_EDI_103115
EFD014668126,10094,COMMONWEALTH FOODS INC.,855,NESUP,27994,19473,151021,24291,0.35,85.0185,EFD_EDI_103115
EFD014668126,10094,COMMONWEALTH FOODS INC.,855,NESUP,27996,19474,151021,8896.8,0.35,31.1388,EFD_EDI_103115
EFD014668133,10099,CONVOY MARKETING CORP.,855,NESUP,25787,20841,151027,30528,1,305.28,EFD_EDI_103115
EFD014668133,10099,CONVOY MARKETING CORP.,855,NESUP,29730,22035,151031,1578.24,1,15.7824,EFD_EDI_103115
EFD014668141,10105,CARE PRODUCTS INC.,855,NESUP,24427,18957,151016,615.5484,3.5,21.5442,EFD_CHA_103115
EFD014668141,10105,CARE PRODUCTS INC.,855,NESUP,24452,18958,151016,20566.104,3.5,719.8136,EFD_CHA_103115
EFD014668149,10110,DEL MONTE PHILIPPINES INC.,855,NESUP,22013,18678,151016,86943.6,0.35,304.3026,EFD_EDI_103115
EFD014668149,10110,DEL MONTE PHILIPPINES INC.,855,NESUP,23998,18676,151016,867.2688,0.35,3.0354,EFD_EDI_103115
EFD014668149,10110,DEL MONTE PHILIPPINES INC.,855,NESUP,24099,18677,151016,6539.8452,0.35,22.8895,EFD_EDI_103115
EFD014668149,10110,DEL MONTE PHILIPPINES INC.,855,NESUP,24329,18674,151016,70737,0.35,247.5795,EFD_EDI_103115
EFD014668149,10110,DEL MONTE PHILIPPINES INC.,855,NESUP,24538,18675,151016,2683.6488,0.35,9.3928,EFD_EDI_103115
EFD014668149,10110,DEL MONTE PHILIPPINES INC.,855,NESUP,24635,18889,151016,9303.86,0.35,32.5635,EFD_EDI_103115
EFD014668149,10110,DEL MONTE PHILIPPINES INC.,855,NESUP,24813,18891,151016,77116.818,0.35,269.9089,EFD_EDI_103115
EFD014668149,10110,DEL MONTE PHILIPPINES INC.,855,NESUP,25834,18890,151016,39017.8992,0.35,136.5626,EFD_EDI_103115
EFD014668149,10110,DEL MONTE PHILIPPINES INC.,855,NESUP,26053,19979,151022,51629.4,0.35,180.7029,EFD_EDI_103115
EFD014668149,10110,DEL MONTE PHILIPPINES INC.,855,NESUP,27497,21461,151029,50613.0816,0.35,177.1458,EFD_EDI_103115
EFD014668149,10110,DEL MONTE PHILIPPINES INC.,855,NESUP,27541,19376,151020,3292.8,0.35,11.5248,EFD_EDI_103115
EFD014668149,10110,DEL MONTE PHILIPPINES INC.,855,NESUP,27666,20813,151027,103936.7268,0.35,363.7785,EFD_EDI_103115
EFD014668149,10110,DEL MONTE PHILIPPINES INC.,855,NESUP,27682,20812,151027,9356.6784,0.35,32.7484,EFD_EDI_103115
EFD014668149,10110,DEL MONTE PHILIPPINES INC.,855,NESUP,28154,21460,151029,79450.5,0.35,278.0768,EFD_EDI_103115
EFD014668149,10110,DEL MONTE PHILIPPINES INC.,855,NESUP,29196,21912,151031,76254.7968,0.35,266.8918,EFD_EDI_103115
EFD014668149,10110,DEL MONTE PHILIPPINES INC.,855,NESUP,29878,21913,151031,36489.0852,0.35,127.7118,EFD_EDI_103115
EFD014668149,10110,DEL MONTE PHILIPPINES INC.,855,NESUP,29952,21914,151031,94622.7,0.35,331.1795,EFD_EDI_103115
EFD014668149,10110,DEL MONTE PHILIPPINES INC.,855,NESUP,30254,21911,151031,162609,0.35,569.1315,EFD_EDI_103115
EFD014668149,10110,DEL MONTE PHILIPPINES INC.,855,NESUP,30352,21291,151028,64348.9056,0.35,225.2212,EFD_EDI_103115
EFD014668149,10110,DEL MONTE PHILIPPINES INC.,855,NESUP,31227,21778,151030,1040.0016,0.35,3.64,EFD_EDI_103115
EFD014668149,10110,DEL MONTE PHILIPPINES INC.,855,NESUP,31228,21779,151030,5092.2,0.35,17.8227,EFD_EDI_103115
EFD014668149,10110,DEL MONTE PHILIPPINES INC.,855,NESUP,31229,21780,151030,24922.2,0.35,87.2277,EFD_EDI_103115
EFD014668149,10110,DEL MONTE PHILIPPINES INC.,855,NESUP,31231,21781,151030,17794.4304,0.35,62.2805,EFD_EDI_103115
